62213 11.445899
33961 9.534821
48148 9.219716
49633 8.863088
80484 6.621032
80483 6.621032
80884 6.621032
59813 5.362135
86961 5.039608
86042 5.039608
5226 4.582321
5225 4.582321
5004 4.388031
48587 4.311620
2493 4.209949
2494 4.209949
52175 2.480923
15744 1.886149
64966 1.852213
51493 1.814008
65210 1.697179
3008 1.664748
27966 1.575170
40239 1.569047
22961 1.546177
31141 1.531207
7937 1.530011
6635 1.511656
17650 1.434714
5223 1.379655
25263 1.372711
38229 0.419964
26711 0.248480
80118 0.248394
28198 0.245541
50202 0.208218
40259 0.207567
