51576 10.764864
77936 9.843109
71157 9.749358
79950 8.677121
59244 7.971823
67107 5.706843
67411 5.706843
48786 4.691150
86459 4.005051
37330 3.493778
31249 3.206430
31947 3.206430
41791 3.202719
66686 3.148242
78164 3.147183
17930 3.089585
31761 3.069630
60334 2.909998
75282 2.787171
3169 2.480890
25590 2.449800
15865 1.983502
47338 1.714561
31404 1.577976
62594 1.567125
69377 1.528560
18297 1.493708
18529 1.489995
71894 1.483090
67673 1.472379
9462 1.469349
28185 1.448582
71159 1.443157
18552 1.443137
61532 1.436701
58209 1.427654
42439 1.417154
45168 1.413102
55602 1.401615
36212 1.379266
72535 1.366792
38356 1.344618
20760 1.238332
63689 1.232935
17736 1.229206
86286 1.120881
52237 1.117955
45161 1.074923
59521 1.056361
48098 1.027630
42848 0.985159
57876 0.982264
7535 0.000000
45642 0.000000
8007 0.000000
7622 0.000000
76772 0.000000
23437 0.000000
10117 0.000000
79823 0.000000
63648 0.000000
