83932 11.186992
19961 11.096971
82290 10.220532
49600 9.172661
5177 8.939970
5176 8.939970
10810 8.641245
26058 8.524727
2829 8.229831
54925 7.977643
54814 7.710890
22169 7.426363
8780 7.398272
80518 7.353451
10759 7.200416
33970 7.148359
49460 6.896199
22662 6.586684
50314 6.380876
84272 5.962082
82392 5.657224
81929 5.479626
54765 5.001245
32662 4.496666
58507 4.340411
52263 3.866115
63369 3.852770
50264 3.786413
77920 3.764466
80449 3.764466
82981 3.670442
58553 3.326666
14942 2.900940
76353 2.851427
84420 2.550691
44714 2.231438
14838 2.220960
52301 2.112633
43241 2.101208
67204 2.097375
8938 1.932098
57755 1.788889
85265 1.469307
79295 1.371206
61652 1.128277
76314 0.977105
63616 0.924779
35073 0.834944
84364 0.754543
49709 0.488443
78878 0.462500
5650 0.440999
56511 0.438014
