58476 20.060799
11922 14.443250
47516 14.081390
78836 13.957031
12769 13.756167
73038 13.545253
12767 13.394403
24485 12.918504
82227 12.392076
26061 12.133494
33203 11.168244
16922 10.890446
76635 10.887168
48805 10.364191
70306 10.127399
25096 9.951245
65414 9.899180
56829 9.765874
4358 9.649170
29911 9.495361
49815 9.461852
20201 9.390739
41541 9.266571
30486 9.188273
29904 8.813003
29908 8.488597
28662 8.432303
33172 8.269957
54762 8.195250
25699 8.000418
24515 7.935048
7502 7.816172
25100 7.816106
11485 7.760910
57914 7.644935
9479 7.639126
16575 7.630553
7115 7.530292
11930 7.528089
6498 7.507060
11923 7.317118
14713 7.164200
6735 7.148942
73706 7.094367
13345 7.024197
86929 6.987477
86912 6.986139
73762 6.975865
61689 6.926544
26611 6.810050
76766 6.708148
11481 6.603626
29894 6.419374
26603 6.326657
81494 6.300217
35396 6.292900
9790 6.275965
11979 6.225210
28657 6.182700
53682 5.931339
49884 5.921567
33668 5.913230
81731 5.836407
19634 5.767389
4933 5.754899
53469 5.713454
12812 5.692868
79759 5.612003
13335 5.532626
29906 5.491427
3835 5.459615
38442 5.440254
53502 5.396348
65306 5.316037
68419 5.316037
3976 5.286004
78982 5.228006
65036 5.174623
65446 5.090805
7118 5.020893
64657 5.019313
24490 4.994116
15077 4.935435
21895 4.927666
10182 4.922191
4881 4.876609
66107 4.865103
27870 4.848923
13313 4.843310
85372 4.694984
64645 4.684067
27384 4.507838
39349 4.500394
41594 4.449478
44163 4.437009
77310 4.426333
53523 4.401153
12825 4.394529
14707 4.362732
15082 4.325309
6636 4.085516
71368 4.083360
68909 4.070279
13314 3.870913
6497 3.853579
49856 3.762777
8455 3.720936
73614 3.708976
29913 3.698903
20160 3.674649
75563 3.554266
65394 3.523569
73598 3.478877
32366 3.466438
6503 3.453991
71001 3.385840
46736 3.382519
51210 3.382519
76690 3.371721
65364 3.341303
3827 3.324649
3833 3.273617
4306 3.264034
17587 3.240289
73746 2.999938
73641 2.925166
36447 2.895655
58755 2.884197
4439 2.872019
23377 2.839126
47551 2.811210
17517 2.777379
27386 2.767922
19615 2.737978
30456 2.732723
22690 2.700434
64626 2.683009
70668 2.597592
4395 2.564734
20133 2.525046
5862 2.424713
20766 2.390449
19033 2.356236
16899 2.354781
16897 2.351614
19601 2.341937
20127 2.316724
20688 2.292091
19599 2.237058
73320 2.234489
20156 2.196053
19781 2.196053
22858 2.172464
8333 2.139156
6534 2.037897
20199 2.034038
20705 2.030868
3972 2.021566
3837 1.999359
9703 1.971865
13332 1.930025
13342 1.884047
44758 1.854083
16954 1.840380
3834 1.830427
3828 1.828792
9726 1.802601
12479 1.767338
79021 1.728743
67280 1.569863
8327 1.558883
44865 1.534693
13320 1.462281
15200 1.461368
25205 1.408729
29314 1.394660
22751 1.322999
25103 1.153164
24550 1.037707
17609 0.997250
29920 0.916055
54745 0.878052
4310 0.857083
16390 0.820395
3265 0.817202
76675 0.000000
26080 0.000000
64664 0.000000
67861 0.000000
33188 0.000000
29935 0.000000
37078 0.000000
11083 0.000000
17619 0.000000
9358 0.000000
11960 0.000000
54780 0.000000
6635 0.000000
7937 0.000000
