37440 -50.285905
26681 -51.350984
85067 -51.561833
29079 -51.968898
42609 -52.061774
42697 -52.061774
9382 -52.115749
29677 -52.413106
30089 -52.426686
68284 -52.638606
68520 -52.652001
10515 -52.688587
2454 -52.798133
13485 -52.847927
15623 -52.873624
36083 -52.912389
50367 -52.912389
65061 -52.912389
7964 -52.912389
22431 -52.966516
79476 -52.997495
48085 -53.070914
85953 -53.099267
42824 -53.156196
47027 -53.157938
48360 -53.268688
12873 -53.377402
12881 -53.377402
12874 -53.381699
12875 -53.381699
20315 -53.455509
55119 -53.516404
78018 -53.531769
47699 -53.576854
15628 -53.596375
46991 -53.774754
47025 -53.828722
46933 -53.943814
70379 -54.035360
54794 -54.096971
5075 -54.166470
47085 -54.222862
75032 -54.258748
23326 -54.316059
66425 -54.378394
38305 -54.426132
78194 -54.444215
73790 -54.601743
67235 -54.647625
76835 -54.849382
23436 -54.928626
