33970 -25.770364
82290 -25.913312
54925 -25.915078
19961 -25.978086
54814 -26.021927
83932 -26.051264
49600 -26.322024
26058 -26.505405
2829 -26.659758
84272 -26.692640
10759 -26.727617
10810 -26.807119
5176 -26.920595
5177 -26.920595
8780 -27.000407
22169 -27.242402
49460 -27.323427
82981 -27.460614
50314 -27.464461
80518 -27.470759
63369 -27.492115
58507 -27.538801
22662 -27.561825
32662 -27.700669
43241 -27.852708
14942 -27.863953
54765 -27.917804
58553 -27.930682
52263 -27.952183
50264 -28.012278
82392 -28.110247
14838 -28.117916
84420 -28.137687
79295 -28.179828
81929 -28.182601
76353 -28.301280
77920 -28.338432
80449 -28.338432
8938 -28.417472
57755 -28.418115
61652 -28.482619
67204 -28.581085
5650 -28.641691
49709 -28.690772
78878 -28.766153
44714 -28.829008
56511 -28.912860
52301 -28.951611
76314 -28.966766
35073 -29.026643
84364 -29.083083
85265 -29.134612
63616 -29.181143
