72826 8.557983
72899 8.458037
73475 8.381550
86751 7.425714
46509 7.244296
46494 7.222096
16900 7.216571
41297 6.257723
76669 6.128170
20126 6.010895
75593 5.954569
75465 5.858671
21791 5.638765
83266 4.918439
83913 4.913328
83332 4.864266
82927 4.765207
8369 4.702469
81788 4.448162
85393 4.420155
64275 4.312337
83958 4.177454
55197 4.168622
83880 4.148985
86881 4.148985
83312 4.126962
83946 3.950262
44081 3.931419
9660 3.898050
35148 3.897614
49804 3.666924
83428 3.538292
82198 3.476399
83268 3.333064
67535 3.323628
78782 3.046004
67400 3.037060
75590 2.968304
83185 2.965512
83427 2.909981
11669 2.825366
72821 2.822555
24827 2.695693
24350 2.691489
83364 2.614479
24499 2.593121
83336 2.582615
43886 2.566980
58143 2.514621
73037 2.496288
58611 2.349829
58426 2.166754
72895 2.142723
3142 0.914412
16727 0.902735
9413 0.882772
75714 0.857197
55879 0.844465
16655 0.790371
22875 0.786250
22696 0.742386
31459 0.734251
75487 0.687052
63773 0.631728
83339 0.603097
11360 0.000000
71186 0.000000
47225 0.000000
51258 0.000000
15746 0.000000
11342 0.000000
64685 0.000000
