4984 -2.102182e-37
60588 -2.398037e-37
14933 -2.498854e-37
6940 -2.523072e-37
67522 -2.534734e-37
78775 -2.561160e-37
19953 -2.564043e-37
46655 -2.565184e-37
78928 -2.568081e-37
74632 -2.573214e-37
76216 -2.577081e-37
45159 -2.584021e-37
71223 -2.591594e-37
56499 -2.594984e-37
86111 -2.597528e-37
75770 -2.598436e-37
45374 -2.602156e-37
66301 -2.603320e-37
38191 -2.608881e-37
9384 -2.612917e-37
78479 -2.618983e-37
59083 -2.627923e-37
69725 -2.637117e-37
63280 -2.637488e-37
40554 -2.637564e-37
15228 -2.677043e-37
83225 -2.678294e-37
80102 -2.679392e-37
22250 -2.687574e-37
